month,segment,region,acquisition_channel,plan_type,active_customers_start,active_mrr_start,churned_customers,churned_mrr
2022-03-01,Mid-Market,North America,Organic,Growth,2,398.78,0,0.0
2022-03-01,Mid-Market,North America,Outbound,Pro,1,418.88,0,0.0
2022-03-01,Mid-Market,North America,Paid Search,Growth,1,121.27,0,0.0
2022-03-01,Mid-Market,North America,Partner,Basic,2,78.9,0,0.0
2022-03-01,Mid-Market,North America,Partner,Enterprise,1,1260.71,0,0.0
2022-03-01,SMB,APAC,Affiliate,Growth,2,471.39,0,0.0
2022-03-01,SMB,APAC,Paid Search,Growth,1,228.41,0,0.0
2022-03-01,SMB,APAC,Partner,Pro,1,481.77,0,0.0
2022-03-01,SMB,Europe,Organic,Basic,3,189.71,0,0.0
2022-03-01,SMB,Europe,Organic,Enterprise,1,1863.14,0,0.0
2022-03-01,SMB,Europe,Organic,Growth,1,153.94,0,0.0
2022-03-01,SMB,Europe,Outbound,Basic,1,64.15,0,0.0
2022-03-01,SMB,Europe,Paid Search,Basic,1,33.91,0,0.0
2022-03-01,SMB,Europe,Paid Search,Pro,3,1524.67,0,0.0
2022-03-01,SMB,Europe,Partner,Growth,1,331.65,0,0.0
2022-03-01,SMB,Europe,Referral,Basic,2,176.46,0,0.0
2022-03-01,SMB,Europe,Referral,Growth,1,175.99,0,0.0
2022-03-01,SMB,Europe,Referral,Pro,1,434.49,0,0.0
2022-03-01,SMB,LATAM,Affiliate,Basic,1,43.63,0,0.0
2022-03-01,SMB,LATAM,Organic,Growth,1,58.69,0,0.0
2022-03-01,SMB,LATAM,Partner,Growth,2,413.76,0,0.0
2022-03-01,SMB,LATAM,Referral,Growth,1,135.78,0,0.0
2022-03-01,SMB,North America,Affiliate,Pro,2,923.62,0,0.0
2022-03-01,SMB,North America,Organic,Basic,3,164.77,0,0.0
2022-03-01,SMB,North America,Organic,Growth,1,294.89,0,0.0
2022-03-01,SMB,North America,Outbound,Basic,2,108.63,0,0.0
2022-03-01,SMB,North America,Outbound,Growth,2,258.56,0,0.0
2022-03-01,SMB,North America,Outbound,Pro,1,985.19,0,0.0
2022-03-01,SMB,North America,Paid Search,Basic,1,34.98,0,0.0
2022-03-01,SMB,North America,Paid Search,Growth,2,292.44,0,0.0
2022-03-01,SMB,North America,Paid Search,Pro,1,319.04,0,0.0
2022-03-01,SMB,North America,Partner,Basic,2,108.75,0,0.0
2022-03-01,SMB,North America,Referral,Pro,2,1028.74,0,0.0
2022-03-01,Startup,APAC,Organic,Growth,1,325.84,0,0.0
2022-03-01,Startup,Europe,Affiliate,Basic,2,188.43,0,0.0
2022-03-01,Startup,Europe,Organic,Basic,1,75.4,0,0.0
2022-03-01,Startup,Europe,Paid Search,Basic,1,72.36,0,0.0
2022-03-01,Startup,Europe,Paid Search,Growth,1,229.45,0,0.0
2022-03-01,Startup,LATAM,Affiliate,Pro,1,521.79,0,0.0
2022-03-01,Startup,LATAM,Paid Search,Basic,1,40.5,0,0.0
2022-03-01,Startup,North America,Affiliate,Basic,2,213.0,0,0.0
2022-03-01,Startup,North America,Affiliate,Growth,1,167.78,0,0.0
2022-03-01,Startup,North America,Affiliate,Pro,1,344.84,0,0.0
2022-03-01,Startup,North America,Organic,Basic,1,87.74,0,0.0
2022-03-01,Startup,North America,Organic,Growth,2,368.9,0,0.0
2022-03-01,Startup,North America,Outbound,Growth,3,558.49,0,0.0
2022-03-01,Startup,North America,Referral,Basic,1,64.01,0,0.0
2022-04-01,Enterprise,APAC,Organic,Pro,1,1469.17,0,0.0
2022-04-01,Enterprise,APAC,Partner,Growth,2,359.39,0,0.0
2022-04-01,Enterprise,Europe,Organic,Enterprise,2,6263.27,0,0.0
2022-04-01,Enterprise,Europe,Organic,Growth,1,356.63,0,0.0
2022-04-01,Enterprise,Europe,Outbound,Enterprise,1,1247.32,0,0.0
2022-04-01,Enterprise,Europe,Outbound,Growth,1,140.49,0,0.0
2022-04-01,Enterprise,Europe,Outbound,Pro,1,496.33,0,0.0
2022-04-01,Enterprise,Europe,Partner,Enterprise,1,5078.71,0,0.0
2022-04-01,Enterprise,Europe,Partner,Growth,1,121.84,0,0.0
2022-04-01,Enterprise,Europe,Referral,Pro,1,680.04,0,0.0
2022-04-01,Enterprise,LATAM,Organic,Enterprise,1,405.99,0,0.0
2022-04-01,Enterprise,LATAM,Organic,Pro,1,498.66,0,0.0
2022-04-01,Enterprise,LATAM,Outbound,Enterprise,2,3412.73,0,0.0
2022-04-01,Enterprise,LATAM,Paid Search,Pro,1,323.97,0,0.0
2022-04-01,Enterprise,LATAM,Partner,Enterprise,1,2003.31,0,0.0
2022-04-01,Enterprise,LATAM,Partner,Growth,1,136.68,0,0.0
2022-04-01,Enterprise,LATAM,Partner,Pro,1,1145.05,0,0.0
2022-04-01,Enterprise,North America,Affiliate,Pro,1,670.85,0,0.0
2022-04-01,Enterprise,North America,Organic,Enterprise,1,2918.4,0,0.0
2022-04-01,Enterprise,North America,Organic,Growth,1,194.12,0,0.0
2022-04-01,Enterprise,North America,Outbound,Enterprise,3,3699.03,0,0.0
2022-04-01,Enterprise,North America,Outbound,Pro,2,781.9,0,0.0
2022-04-01,Enterprise,North America,Paid Search,Enterprise,1,836.57,0,0.0
2022-04-01,Enterprise,North America,Paid Search,Growth,1,213.94,0,0.0
2022-04-01,Enterprise,North America,Partner,Enterprise,2,1693.97,0,0.0
2022-04-01,Enterprise,North America,Partner,Growth,1,113.37,0,0.0
2022-04-01,Enterprise,North America,Partner,Pro,3,1060.32,0,0.0
2022-04-01,Enterprise,North America,Referral,Enterprise,2,2937.22,0,0.0
2022-04-01,Mid-Market,APAC,Organic,Basic,1,38.2,0,0.0
2022-04-01,Mid-Market,APAC,Organic,Growth,1,355.92,0,0.0
2022-04-01,Mid-Market,APAC,Outbound,Enterprise,1,672.78,0,0.0
2022-04-01,Mid-Market,APAC,Partner,Pro,1,399.08,0,0.0
2022-04-01,Mid-Market,APAC,Referral,Enterprise,1,1020.36,0,0.0
2022-04-01,Mid-Market,APAC,Referral,Pro,1,860.98,0,0.0
2022-04-01,Mid-Market,Europe,Affiliate,Growth,1,262.71,0,0.0
2022-04-01,Mid-Market,Europe,Organic,Basic,1,45.31,0,0.0
2022-04-01,Mid-Market,Europe,Organic,Growth,2,398.58,0,0.0
2022-04-01,Mid-Market,Europe,Organic,Pro,3,2017.67,0,0.0
2022-04-01,Mid-Market,Europe,Outbound,Growth,1,208.53,0,0.0
2022-04-01,Mid-Market,Europe,Outbound,Pro,1,730.64,0,0.0
2022-04-01,Mid-Market,Europe,Paid Search,Growth,3,418.78,0,0.0
2022-04-01,Mid-Market,Europe,Paid Search,Pro,3,1230.15,0,0.0
2022-04-01,Mid-Market,Europe,Partner,Growth,2,318.62,0,0.0
2022-04-01,Mid-Market,Europe,Partner,Pro,1,609.75,0,0.0
2022-04-01,Mid-Market,Europe,Referral,Growth,1,269.76,0,0.0
2022-04-01,Mid-Market,Europe,Referral,Pro,1,275.91,0,0.0
2022-04-01,Mid-Market,LATAM,Outbound,Pro,1,852.32,0,0.0
2022-04-01,Mid-Market,LATAM,Paid Search,Pro,1,698.83,0,0.0
2022-04-01,Mid-Market,LATAM,Partner,Enterprise,1,1349.4,0,0.0
2022-04-01,Mid-Market,North America,Organic,Enterprise,1,1537.5,0,0.0
2022-04-01,Mid-Market,North America,Organic,Growth,4,816.47,0,0.0
2022-04-01,Mid-Market,North America,Outbound,Basic,2,169.61,0,0.0
2022-04-01,Mid-Market,North America,Outbound,Enterprise,2,1272.17,0,0.0
2022-04-01,Mid-Market,North America,Outbound,Growth,1,176.28,0,0.0
2022-04-01,Mid-Market,North America,Outbound,Pro,1,418.88,0,0.0
2022-04-01,Mid-Market,North America,Paid Search,Growth,1,121.27,0,0.0
2022-04-01,Mid-Market,North America,Partner,Basic,2,78.9,0,0.0
2022-04-01,Mid-Market,North America,Partner,Enterprise,1,1260.71,0,0.0
2022-04-01,Mid-Market,North America,Partner,Growth,1,170.45,0,0.0
2022-04-01,SMB,APAC,Affiliate,Growth,3,652.81,0,0.0
2022-04-01,SMB,APAC,Organic,Growth,1,139.18,0,0.0
2022-04-01,SMB,APAC,Outbound,Growth,1,191.52,0,0.0
2022-04-01,SMB,APAC,Paid Search,Basic,1,29.59,0,0.0
2022-04-01,SMB,APAC,Paid Search,Growth,1,228.41,0,0.0
2022-04-01,SMB,APAC,Partner,Pro,1,481.77,0,0.0
2022-04-01,SMB,Europe,Organic,Basic,4,225.35,0,0.0
2022-04-01,SMB,Europe,Organic,Enterprise,1,1863.14,0,0.0
2022-04-01,SMB,Europe,Organic,Growth,1,153.94,0,0.0
2022-04-01,SMB,Europe,Outbound,Basic,1,64.15,0,0.0
2022-04-01,SMB,Europe,Paid Search,Basic,2,108.92,0,0.0
2022-04-01,SMB,Europe,Paid Search,Enterprise,1,1945.93,0,0.0
2022-04-01,SMB,Europe,Paid Search,Growth,1,221.09,0,0.0
2022-04-01,SMB,Europe,Paid Search,Pro,4,1724.88,0,0.0
2022-04-01,SMB,Europe,Partner,Basic,2,71.88,0,0.0
2022-04-01,SMB,Europe,Partner,Growth,1,331.65,0,0.0
2022-04-01,SMB,Europe,Referral,Basic,2,176.46,0,0.0
2022-04-01,SMB,Europe,Referral,Growth,1,175.99,0,0.0
2022-04-01,SMB,Europe,Referral,Pro,1,434.49,0,0.0
2022-04-01,SMB,LATAM,Affiliate,Basic,1,43.63,0,0.0
2022-04-01,SMB,LATAM,Affiliate,Pro,1,697.42,0,0.0
2022-04-01,SMB,LATAM,Organic,Growth,2,442.04,0,0.0
2022-04-01,SMB,LATAM,Paid Search,Basic,1,54.79,0,0.0
2022-04-01,SMB,LATAM,Paid Search,Growth,1,328.29,0,0.0
2022-04-01,SMB,LATAM,Partner,Growth,2,413.76,0,0.0
2022-04-01,SMB,LATAM,Referral,Growth,1,135.78,0,0.0
2022-04-01,SMB,North America,Affiliate,Growth,1,170.7,0,0.0
2022-04-01,SMB,North America,Affiliate,Pro,2,923.62,0,0.0
2022-04-01,SMB,North America,Organic,Basic,3,164.77,0,0.0
2022-04-01,SMB,North America,Organic,Growth,1,294.89,0,0.0
2022-04-01,SMB,North America,Organic,Pro,1,825.29,0,0.0
2022-04-01,SMB,North America,Outbound,Basic,2,108.63,0,0.0
2022-04-01,SMB,North America,Outbound,Growth,2,258.56,0,0.0
2022-04-01,SMB,North America,Outbound,Pro,1,985.19,0,0.0
2022-04-01,SMB,North America,Paid Search,Basic,3,125.45,0,0.0
2022-04-01,SMB,North America,Paid Search,Growth,2,292.44,0,0.0
2022-04-01,SMB,North America,Paid Search,Pro,1,319.04,0,0.0
2022-04-01,SMB,North America,Partner,Basic,2,108.75,0,0.0
2022-04-01,SMB,North America,Referral,Growth,1,198.4,0,0.0
2022-04-01,SMB,North America,Referral,Pro,2,1028.74,0,0.0
2022-04-01,Startup,APAC,Organic,Growth,1,325.84,0,0.0
2022-04-01,Startup,APAC,Referral,Growth,1,93.86,0,0.0
2022-04-01,Startup,Europe,Affiliate,Basic,2,188.43,0,0.0
2022-04-01,Startup,Europe,Affiliate,Growth,1,193.89,0,0.0
2022-04-01,Startup,Europe,Organic,Basic,1,75.4,0,0.0
2022-04-01,Startup,Europe,Paid Search,Basic,2,180.22,0,0.0
2022-04-01,Startup,Europe,Paid Search,Growth,1,229.45,0,0.0
2022-04-01,Startup,Europe,Referral,Basic,1,48.94,0,0.0
2022-04-01,Startup,Europe,Referral,Growth,1,186.85,0,0.0
2022-04-01,Startup,LATAM,Affiliate,Pro,1,521.79,0,0.0
2022-04-01,Startup,LATAM,Paid Search,Basic,1,40.5,0,0.0
2022-04-01,Startup,LATAM,Paid Search,Pro,1,396.33,0,0.0
2022-04-01,Startup,North America,Affiliate,Basic,2,213.0,0,0.0
2022-04-01,Startup,North America,Affiliate,Growth,1,167.78,0,0.0
2022-04-01,Startup,North America,Affiliate,Pro,1,344.84,0,0.0
2022-04-01,Startup,North America,Organic,Basic,2,134.51,0,0.0
2022-04-01,Startup,North America,Organic,Growth,2,368.9,0,0.0
2022-04-01,Startup,North America,Outbound,Growth,3,558.49,0,0.0
2022-04-01,Startup,North America,Paid Search,Basic,1,96.41,0,0.0
2022-04-01,Startup,North America,Paid Search,Growth,2,398.25,0,0.0
2022-04-01,Startup,North America,Paid Search,Pro,1,423.93,0,0.0
2022-04-01,Startup,North America,Referral,Basic,1,64.01,0,0.0
2022-05-01,Enterprise,APAC,Organic,Pro,1,1469.17,0,0.0
2022-05-01,Enterprise,APAC,Outbound,Pro,1,238.69,0,0.0
2022-05-01,Enterprise,APAC,Partner,Growth,2,359.39,0,0.0
2022-05-01,Enterprise,Europe,Organic,Enterprise,2,6263.27,0,0.0
2022-05-01,Enterprise,Europe,Organic,Growth,1,356.63,0,0.0
2022-05-01,Enterprise,Europe,Outbound,Enterprise,1,1247.32,0,0.0
2022-05-01,Enterprise,Europe,Outbound,Growth,1,140.49,0,0.0
2022-05-01,Enterprise,Europe,Outbound,Pro,2,826.01,0,0.0
2022-05-01,Enterprise,Europe,Paid Search,Enterprise,1,722.3,0,0.0
2022-05-01,Enterprise,Europe,Partner,Enterprise,2,7947.86,0,0.0
2022-05-01,Enterprise,Europe,Partner,Growth,1,121.84,0,0.0
2022-05-01,Enterprise,Europe,Referral,Pro,1,680.04,0,0.0
2022-05-01,Enterprise,LATAM,Organic,Enterprise,1,405.99,0,0.0
2022-05-01,Enterprise,LATAM,Organic,Pro,1,498.66,0,0.0
2022-05-01,Enterprise,LATAM,Outbound,Enterprise,3,5188.91,0,0.0
2022-05-01,Enterprise,LATAM,Paid Search,Pro,1,323.97,0,0.0
2022-05-01,Enterprise,LATAM,Partner,Enterprise,2,3607.21,0,0.0
2022-05-01,Enterprise,LATAM,Partner,Growth,1,136.68,0,0.0
2022-05-01,Enterprise,LATAM,Partner,Pro,1,1145.05,0,0.0
2022-05-01,Enterprise,North America,Affiliate,Pro,1,670.85,0,0.0
2022-05-01,Enterprise,North America,Organic,Enterprise,3,7919.19,0,0.0
2022-05-01,Enterprise,North America,Organic,Growth,1,194.12,0,0.0
2022-05-01,Enterprise,North America,Outbound,Enterprise,4,5562.32,0,0.0
2022-05-01,Enterprise,North America,Outbound,Pro,2,781.9,0,0.0
2022-05-01,Enterprise,North America,Paid Search,Enterprise,2,1497.38,0,0.0
2022-05-01,Enterprise,North America,Paid Search,Growth,1,213.94,0,0.0
2022-05-01,Enterprise,North America,Partner,Enterprise,3,2970.2,0,0.0
2022-05-01,Enterprise,North America,Partner,Growth,1,113.37,0,0.0
2022-05-01,Enterprise,North America,Partner,Pro,3,1060.32,0,0.0
2022-05-01,Enterprise,North America,Referral,Enterprise,2,2937.22,0,0.0
2022-05-01,Enterprise,North America,Referral,Pro,1,402.33,0,0.0
2022-05-01,Mid-Market,APAC,Organic,Basic,1,38.2,0,0.0
2022-05-01,Mid-Market,APAC,Organic,Growth,2,451.36,0,0.0
2022-05-01,Mid-Market,APAC,Outbound,Enterprise,1,672.78,0,0.0
2022-05-01,Mid-Market,APAC,Partner,Pro,1,399.08,0,0.0
2022-05-01,Mid-Market,APAC,Referral,Enterprise,2,2417.55,0,0.0
2022-05-01,Mid-Market,APAC,Referral,Pro,2,1125.43,0,0.0
2022-05-01,Mid-Market,Europe,Affiliate,Growth,1,262.71,0,0.0
2022-05-01,Mid-Market,Europe,Organic,Basic,1,45.31,0,0.0
2022-05-01,Mid-Market,Europe,Organic,Growth,2,398.58,0,0.0
2022-05-01,Mid-Market,Europe,Organic,Pro,3,2017.67,0,0.0
2022-05-01,Mid-Market,Europe,Outbound,Growth,1,208.53,0,0.0
2022-05-01,Mid-Market,Europe,Outbound,Pro,1,730.64,0,0.0
2022-05-01,Mid-Market,Europe,Paid Search,Growth,3,418.78,0,0.0
2022-05-01,Mid-Market,Europe,Paid Search,Pro,3,1230.15,0,0.0
2022-05-01,Mid-Market,Europe,Partner,Basic,1,39.09,0,0.0
2022-05-01,Mid-Market,Europe,Partner,Growth,2,318.62,0,0.0
2022-05-01,Mid-Market,Europe,Partner,Pro,1,609.75,0,0.0
2022-05-01,Mid-Market,Europe,Referral,Growth,1,269.76,0,0.0
2022-05-01,Mid-Market,Europe,Referral,Pro,1,275.91,0,0.0
2022-05-01,Mid-Market,LATAM,Organic,Growth,1,130.66,0,0.0
2022-05-01,Mid-Market,LATAM,Organic,Pro,1,323.4,0,0.0
2022-05-01,Mid-Market,LATAM,Outbound,Pro,1,852.32,0,0.0
2022-05-01,Mid-Market,LATAM,Paid Search,Growth,1,181.78,0,0.0
2022-05-01,Mid-Market,LATAM,Paid Search,Pro,1,698.83,0,0.0
2022-05-01,Mid-Market,LATAM,Partner,Enterprise,1,1349.4,0,0.0
2022-05-01,Mid-Market,North America,Affiliate,Pro,1,652.48,0,0.0
2022-05-01,Mid-Market,North America,Organic,Enterprise,1,1537.5,0,0.0
2022-05-01,Mid-Market,North America,Organic,Growth,4,816.47,0,0.0
2022-05-01,Mid-Market,North America,Organic,Pro,2,757.45,0,0.0
2022-05-01,Mid-Market,North America,Outbound,Basic,2,169.61,0,0.0
2022-05-01,Mid-Market,North America,Outbound,Enterprise,2,1272.17,0,0.0
2022-05-01,Mid-Market,North America,Outbound,Growth,1,176.28,0,0.0
2022-05-01,Mid-Market,North America,Outbound,Pro,2,1010.88,0,0.0
2022-05-01,Mid-Market,North America,Paid Search,Enterprise,1,5134.14,0,0.0
2022-05-01,Mid-Market,North America,Paid Search,Growth,2,306.24,0,0.0
2022-05-01,Mid-Market,North America,Paid Search,Pro,1,226.35,0,0.0
2022-05-01,Mid-Market,North America,Partner,Basic,2,78.9,0,0.0
2022-05-01,Mid-Market,North America,Partner,Enterprise,1,1260.71,0,0.0
2022-05-01,Mid-Market,North America,Partner,Growth,2,315.13,0,0.0
2022-05-01,SMB,APAC,Affiliate,Growth,3,652.81,0,0.0
2022-05-01,SMB,APAC,Organic,Growth,2,290.16,0,0.0
2022-05-01,SMB,APAC,Outbound,Growth,2,429.14,0,0.0
2022-05-01,SMB,APAC,Paid Search,Basic,1,29.59,0,0.0
2022-05-01,SMB,APAC,Paid Search,Growth,1,228.41,0,0.0
2022-05-01,SMB,APAC,Partner,Growth,1,106.91,0,0.0
2022-05-01,SMB,APAC,Partner,Pro,1,481.77,0,0.0
2022-05-01,SMB,APAC,Referral,Growth,1,166.62,0,0.0
2022-05-01,SMB,Europe,Affiliate,Growth,2,388.21,0,0.0
2022-05-01,SMB,Europe,Affiliate,Pro,1,410.42,0,0.0
2022-05-01,SMB,Europe,Organic,Basic,5,348.04,0,0.0
2022-05-01,SMB,Europe,Organic,Enterprise,1,1863.14,0,0.0
2022-05-01,SMB,Europe,Organic,Growth,4,562.64,0,0.0
2022-05-01,SMB,Europe,Organic,Pro,1,393.35,0,0.0
2022-05-01,SMB,Europe,Outbound,Basic,2,150.39,0,0.0
2022-05-01,SMB,Europe,Paid Search,Basic,3,141.11,0,0.0
2022-05-01,SMB,Europe,Paid Search,Enterprise,1,1945.93,0,0.0
2022-05-01,SMB,Europe,Paid Search,Growth,1,221.09,0,0.0
2022-05-01,SMB,Europe,Paid Search,Pro,6,2699.73,0,0.0
2022-05-01,SMB,Europe,Partner,Basic,2,71.88,0,0.0
2022-05-01,SMB,Europe,Partner,Growth,1,331.65,0,0.0
2022-05-01,SMB,Europe,Referral,Basic,3,211.4,0,0.0
2022-05-01,SMB,Europe,Referral,Growth,1,175.99,0,0.0
2022-05-01,SMB,Europe,Referral,Pro,1,434.49,0,0.0
2022-05-01,SMB,LATAM,Affiliate,Basic,1,43.63,0,0.0
2022-05-01,SMB,LATAM,Affiliate,Growth,1,386.84,0,0.0
2022-05-01,SMB,LATAM,Affiliate,Pro,1,697.42,0,0.0
2022-05-01,SMB,LATAM,Organic,Growth,2,442.04,0,0.0
2022-05-01,SMB,LATAM,Organic,Pro,1,312.92,0,0.0
2022-05-01,SMB,LATAM,Outbound,Growth,1,194.49,0,0.0
2022-05-01,SMB,LATAM,Paid Search,Basic,1,54.79,0,0.0
2022-05-01,SMB,LATAM,Paid Search,Enterprise,1,1503.56,0,0.0
2022-05-01,SMB,LATAM,Paid Search,Growth,1,328.29,0,0.0
2022-05-01,SMB,LATAM,Partner,Growth,2,413.76,0,0.0
2022-05-01,SMB,LATAM,Referral,Growth,1,135.78,0,0.0
2022-05-01,SMB,North America,Affiliate,Basic,1,88.18,0,0.0
2022-05-01,SMB,North America,Affiliate,Growth,1,170.7,0,0.0
2022-05-01,SMB,North America,Affiliate,Pro,2,923.62,0,0.0
2022-05-01,SMB,North America,Organic,Basic,3,164.77,0,0.0
2022-05-01,SMB,North America,Organic,Growth,1,294.89,0,0.0
2022-05-01,SMB,North America,Organic,Pro,1,825.29,0,0.0
2022-05-01,SMB,North America,Outbound,Basic,2,108.63,0,0.0
2022-05-01,SMB,North America,Outbound,Growth,2,258.56,0,0.0
2022-05-01,SMB,North America,Outbound,Pro,1,985.19,0,0.0
2022-05-01,SMB,North America,Paid Search,Basic,7,330.75,0,0.0
2022-05-01,SMB,North America,Paid Search,Growth,3,513.49,0,0.0
2022-05-01,SMB,North America,Paid Search,Pro,2,1003.86,0,0.0
2022-05-01,SMB,North America,Partner,Basic,2,108.75,0,0.0
2022-05-01,SMB,North America,Partner,Pro,1,675.72,0,0.0
2022-05-01,SMB,North America,Referral,Growth,2,414.91,0,0.0
2022-05-01,SMB,North America,Referral,Pro,2,1028.74,0,0.0
2022-05-01,Startup,APAC,Affiliate,Growth,1,131.03,0,0.0
2022-05-01,Startup,APAC,Organic,Growth,1,325.84,0,0.0
2022-05-01,Startup,APAC,Paid Search,Basic,1,89.13,0,0.0
2022-05-01,Startup,APAC,Referral,Growth,1,93.86,0,0.0
2022-05-01,Startup,Europe,Affiliate,Basic,2,188.43,0,0.0
2022-05-01,Startup,Europe,Affiliate,Enterprise,1,408.91,0,0.0
